x,y,z,ax,ay,az,aw,image,label
1131.22,1183.27,0.103159,0.0,0.0,0.04361991918409582,0.9990481983620074,'data/collections/samples/session1_0.jpg',0
1131.291,1183.276,0.1070331,0.0,0.0,0.04374330952027384,0.9990428033233679,'data/collections/samples/session1_1.jpg',0
1131.474,1183.293,0.1072016,0.0,0.0,0.04378654349499691,0.9990409093769688,'data/collections/samples/session1_2.jpg',0
1131.983,1183.338,0.1073627,0.0,0.0,0.04387526922331376,0.9990370167068795,'data/collections/samples/session1_3.jpg',0
1133.412,1183.467,0.1092839,0.0,0.0,0.044600807178238784,0.9990048888764507,'data/collections/samples/session1_4.jpg',0
1134.865,1183.6,0.1121967,0.0,0.0,0.045304762782481516,0.9989732120879034,'data/collections/samples/session1_5.jpg',0
1135.664,1183.674,0.1137949,0.0,0.0,0.04562919778390338,0.9989584457371575,'data/collections/samples/session1_6.jpg',0
1136.391,1183.741,0.1152472,0.0,0.0,0.04588393203024784,0.9989467777521701,'data/collections/samples/session1_7.jpg',0
1137.649,1183.859,0.1173947,0.0,0.0,0.04623323764626845,0.9989306721373329,'data/collections/samples/session1_8.jpg',0
1138.582,1183.946,0.1184371,0.0,0.0,0.046444396123650714,0.9989208767808937,'data/collections/samples/session1_9.jpg',0
1139.479,1184.03,0.1192496,0.0,0.0,0.04657721141581001,0.9989146927424418,'data/collections/samples/session1_10.jpg',0
1140.693,1184.144,0.1203806,0.0,0.0,0.04667783353229126,0.9989099958738683,'data/collections/samples/session1_11.jpg',0
1141.76,1184.244,0.1204582,0.0,0.0,0.04666599566079798,0.9989105489727228,'data/collections/samples/session1_12.jpg',0
1142.257,1184.291,0.1215595,0.0,0.0,0.04664019291377382,0.9989117540628731,'data/collections/samples/session1_13.jpg',0
1142.257,1184.291,0.1220165,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_14.jpg',0
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_15.jpg',0
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_16.jpg',0
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_17.jpg',0
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_18.jpg',0
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_19.jpg',0
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_20.jpg',0
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_21.jpg',2
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_22.jpg',2
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_23.jpg',2
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_24.jpg',1
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_25.jpg',1
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_26.jpg',1
1142.257,1184.291,0.1220093,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_27.jpg',1
1142.257,1184.291,0.1220092,0.0,0.0,0.046640123176577515,0.9989117573189704,'data/collections/samples/session1_28.jpg',0
1142.341,1184.299,0.1218152,0.0,0.0,0.04662496404813821,0.9989124649975641,'data/collections/samples/session1_29.jpg',0
1142.538,1184.318,0.1216731,0.0,0.0,0.0466214335997777,0.9989126297775505,'data/collections/samples/session1_30.jpg',0
1142.773,1184.339,0.1215912,0.0,0.0,0.04659935302929142,0.9989136600814164,'data/collections/samples/session1_31.jpg',0
1143.704,1184.426,0.1206716,0.0,0.0,0.04651868422182246,0.9989174200194281,'data/collections/samples/session1_32.jpg',0
1144.766,1184.524,0.1203397,0.0,0.0,0.04631011550685611,0.9989271110555272,'data/collections/samples/session1_33.jpg',0
1146.366,1184.67,0.1196387,0.0,0.0,0.04563625028636656,0.9989581235766593,'data/collections/samples/session1_34.jpg',0
1479.34,1166.397,0.02930706,-0.0,0.0,0.06196919946882244,-0.9980780622362128,'data/collections/samples/session1_35.jpg',0
1481.273,1166.157,0.02919544,-0.0,0.0,0.06174883814326716,-0.9980917197271785,'data/collections/samples/session1_36.jpg',0
1482.749,1165.975,0.02915004,-0.0,0.0,0.061541538970653016,-0.9981045230741736,'data/collections/samples/session1_37.jpg',0
1484.701,1165.735,0.02926578,-0.0,0.0,0.061244521666166944,-0.9981227923286204,'data/collections/samples/session1_38.jpg',0
1486.546,1165.509,0.02919629,-0.0,0.0,0.06091439929666327,-0.9981429937430442,'data/collections/samples/session1_39.jpg',0
1488.731,1165.244,0.02936727,-0.0,0.0,0.06050064813615106,-0.9981681579649321,'data/collections/samples/session1_40.jpg',0
1490.298,1165.055,0.02905639,-0.0,0.0,0.06013218308666975,-0.9981904229941455,'data/collections/samples/session1_41.jpg',0
1492.337,1164.811,0.02915248,-0.0,0.0,0.05959123020505574,-0.9982228635343152,'data/collections/samples/session1_42.jpg',0
1494.718,1164.53,0.02896614,-0.0,0.0,0.05884466909845655,-0.998267151076651,'data/collections/samples/session1_43.jpg',2
1496.65,1164.305,0.02907203,-0.0,0.0,0.05810940055310242,-0.9983102211073265,'data/collections/samples/session1_44.jpg',2
1498.265,1164.12,0.0292031,-0.0,0.0,0.057421146686094035,-0.9983500447805139,'data/collections/samples/session1_45.jpg',2
1500.388,1163.88,0.02942499,-0.0,0.0,0.05642356582751141,-0.9984069216603562,'data/collections/samples/session1_46.jpg',2
1502.214,1163.677,0.02886837,-0.0,0.0,0.055479079270154046,-0.9984598498504264,'data/collections/samples/session1_47.jpg',2
1504.724,1163.405,0.02914469,-0.0,0.0,0.054107568754135964,-0.9985351125541437,'data/collections/samples/session1_48.jpg',1
